Id,Type,Name,email,age,Income,Spend,Savings,Debt,Education,Credit Rating,IS employed,Is Employable ,HasCriminalBackground,Unemployed For
11679,CORP,SomeName1679,shh1@shh.com,100,802569436,42,33,-50,Masters,2,T,T,T,4
11680,UNK,SomeName1680,shh1@shh.com,20,224397613,32,41,28,PhD,0,F,F,F,36
11681,GOVT,SomeName1681,shh1@shh.com,75,380805873,35,52,-5,High School,2,T,T,T,42
11682,SELF,SomeName1682,shh1@shh.com,98,689632547,65,44,12,Undergrad,2,F,F,F,10
11683,CORP,SomeName1683,shh1@shh.com,5,564161815,32,36,-49,Graduate,6,T,T,T,3
11684,UNK,SomeName1684,shh1@shh.com,73,660450565,30,39,15,Masters,0,F,F,F,54
11685,GOVT,SomeName1685,shh1@shh.com,40,405864723,31,51,-30,PhD,9,T,T,T,27
11686,SELF,SomeName1686,shh1@shh.com,22,105395570,19,30,-41,High School,0,F,F,F,53
11687,CORP,SomeName1687,shh1@shh.com,100,956109427,50,42,35,Undergrad,3,T,T,T,44
11688,UNK,SomeName1688,shh1@shh.com,14,190392520,45,43,27,Graduate,7,F,F,F,4
11689,GOVT,SomeName1689,shh1@shh.com,41,219699466,42,45,-35,Masters,3,T,T,T,7
11690,SELF,SomeName1690,shh1@shh.com,2,905139456,48,33,27,PhD,5,F,F,F,52
11691,CORP,SomeName1691,shh1@shh.com,23,918051345,29,56,31,High School,5,T,T,T,56
11692,UNK,SomeName1692,shh1@shh.com,54,448389938,60,38,13,Undergrad,8,F,F,F,2
11693,GOVT,SomeName1693,shh1@shh.com,105,502410545,27,30,-44,Graduate,9,T,T,T,26
11694,SELF,SomeName1694,shh1@shh.com,8,993852986,50,47,1,Masters,2,F,F,F,4
11695,CORP,SomeName1695,shh1@shh.com,83,449065713,32,36,-38,PhD,6,T,T,T,46
11696,UNK,SomeName1696,shh1@shh.com,3,657222244,67,41,-36,High School,10,F,F,F,36
11697,GOVT,SomeName1697,shh1@shh.com,64,90410425,65,59,-13,Undergrad,1,T,T,T,5
11698,SELF,SomeName1698,shh1@shh.com,104,720891477,79,59,2,Graduate,10,F,F,F,44
11699,CORP,SomeName1699,shh1@shh.com,35,945508302,51,53,26,Masters,6,T,T,T,37
11700,UNK,SomeName1700,shh1@shh.com,20,411910314,43,44,13,PhD,9,F,F,F,48
11701,GOVT,SomeName1701,shh1@shh.com,54,277912851,35,49,-14,High School,4,T,T,T,27
11702,SELF,SomeName1702,shh1@shh.com,107,120288020,39,43,-11,Undergrad,6,F,F,F,6
11703,CORP,SomeName1703,shh1@shh.com,10,346295108,25,48,-1,Graduate,2,T,T,T,54
11704,UNK,SomeName1704,shh1@shh.com,40,409955438,49,56,-23,Masters,4,F,F,F,9
11705,GOVT,SomeName1705,shh1@shh.com,64,208980424,79,39,-43,PhD,3,T,T,T,38
11706,SELF,SomeName1706,shh1@shh.com,17,29352922,41,57,13,High School,0,F,F,F,21
11707,CORP,SomeName1707,shh1@shh.com,33,783065408,58,44,49,Undergrad,10,T,T,T,25
11708,UNK,SomeName1708,shh1@shh.com,42,683762581,51,56,31,Graduate,6,F,F,F,3
11709,GOVT,SomeName1709,shh1@shh.com,43,725241715,26,52,-49,Masters,6,T,T,T,12
11710,SELF,SomeName1710,shh1@shh.com,34,626230852,61,43,38,PhD,5,F,F,F,38
11711,CORP,SomeName1711,shh1@shh.com,63,490968888,18,58,-10,High School,0,T,T,T,11
11712,UNK,SomeName1712,shh1@shh.com,37,654347132,40,53,50,Undergrad,7,F,F,F,32
11713,GOVT,SomeName1713,shh1@shh.com,102,273753876,17,37,47,Graduate,7,T,T,T,37
11714,SELF,SomeName1714,shh1@shh.com,63,725026910,28,58,-8,Masters,1,F,F,F,59
11715,CORP,SomeName1715,shh1@shh.com,43,585919362,41,35,-47,PhD,7,T,T,T,57
11716,UNK,SomeName1716,shh1@shh.com,73,902643085,59,50,-43,High School,3,F,F,F,5
11717,GOVT,SomeName1717,shh1@shh.com,56,830298004,19,53,57,Undergrad,10,T,T,T,7
11718,SELF,SomeName1718,shh1@shh.com,8,475487786,76,48,50,Graduate,6,F,F,F,4
11719,CORP,SomeName1719,shh1@shh.com,12,613668160,53,31,8,Masters,3,T,T,T,46
11720,UNK,SomeName1720,shh1@shh.com,61,560237847,25,35,-39,PhD,6,F,F,F,45
11721,GOVT,SomeName1721,shh1@shh.com,45,303847302,31,56,32,High School,8,T,T,T,28
11722,SELF,SomeName1722,shh1@shh.com,34,36879377,37,36,41,Undergrad,9,F,F,F,52
11723,CORP,SomeName1723,shh1@shh.com,10,6841598,38,55,40,Graduate,1,T,T,T,43
11724,UNK,SomeName1724,shh1@shh.com,11,553745479,36,46,-46,Masters,6,F,F,F,21
11725,GOVT,SomeName1725,shh1@shh.com,99,947906874,51,42,38,PhD,3,T,T,T,25
11726,SELF,SomeName1726,shh1@shh.com,50,218441784,20,46,15,High School,3,F,F,F,55
11727,CORP,SomeName1727,shh1@shh.com,29,476271611,60,38,-21,Undergrad,1,T,T,T,39
11728,UNK,SomeName1728,shh1@shh.com,4,960610567,54,32,-23,Graduate,4,F,F,F,37
11729,GOVT,SomeName1729,shh1@shh.com,42,778654815,62,56,43,Masters,6,T,T,T,10
11730,SELF,SomeName1730,shh1@shh.com,29,982151176,62,38,39,PhD,0,F,F,F,2
11731,CORP,SomeName1731,shh1@shh.com,110,634783955,54,60,38,High School,6,T,T,T,17
11732,UNK,SomeName1732,shh1@shh.com,18,118301852,20,38,35,Undergrad,2,F,F,F,42
11733,GOVT,SomeName1733,shh1@shh.com,93,218834652,62,42,1,Graduate,4,T,T,T,32
11734,SELF,SomeName1734,shh1@shh.com,6,981535417,58,50,-28,Masters,7,F,F,F,49
11735,CORP,SomeName1735,shh1@shh.com,96,21736153,53,46,32,PhD,6,T,T,T,50
11736,UNK,SomeName1736,shh1@shh.com,9,20433129,80,31,32,High School,1,F,F,F,57
11737,GOVT,SomeName1737,shh1@shh.com,81,872479255,54,42,6,Undergrad,7,T,T,T,49
11738,SELF,SomeName1738,shh1@shh.com,19,556081926,67,58,40,Graduate,3,F,F,F,7
11739,CORP,SomeName1739,shh1@shh.com,17,258282197,52,40,16,Masters,9,T,T,T,16
11740,UNK,SomeName1740,shh1@shh.com,46,304500647,25,40,10,PhD,7,F,F,F,47
11741,GOVT,SomeName1741,shh1@shh.com,57,53045602,54,33,26,High School,0,T,T,T,15
11742,SELF,SomeName1742,shh1@shh.com,82,130750608,75,57,-48,Undergrad,9,F,F,F,18
11743,CORP,SomeName1743,shh1@shh.com,14,59684849,36,56,-40,Graduate,0,T,T,T,46
11744,UNK,SomeName1744,shh1@shh.com,17,71808367,79,51,19,Masters,9,F,F,F,34
11745,GOVT,SomeName1745,shh1@shh.com,41,715056496,30,47,-43,PhD,9,T,T,T,22
11746,SELF,SomeName1746,shh1@shh.com,29,474082276,29,44,59,High School,2,F,F,F,16
11747,CORP,SomeName1747,shh1@shh.com,33,524030524,23,35,-35,Undergrad,7,T,T,T,50
11748,UNK,SomeName1748,shh1@shh.com,50,9817324,38,52,22,Graduate,5,F,F,F,8
11749,GOVT,SomeName1749,shh1@shh.com,76,435309218,21,46,38,Masters,8,T,T,T,11
11750,SELF,SomeName1750,shh1@shh.com,94,382513174,26,47,53,PhD,7,F,F,F,33
11751,CORP,SomeName1751,shh1@shh.com,59,432071283,28,47,58,High School,1,T,T,T,16
11752,UNK,SomeName1752,shh1@shh.com,38,955773968,53,45,-11,Undergrad,0,F,F,F,4
11753,GOVT,SomeName1753,shh1@shh.com,76,689877840,69,50,35,Graduate,3,T,T,T,45
11754,SELF,SomeName1754,shh1@shh.com,13,877026355,68,33,46,Masters,10,F,F,F,46
11755,CORP,SomeName1755,shh1@shh.com,9,212945858,72,31,43,PhD,9,T,T,T,25
11756,UNK,SomeName1756,shh1@shh.com,107,261971417,71,30,36,High School,2,F,F,F,9
11757,GOVT,SomeName1757,shh1@shh.com,1,835157646,23,46,0,Undergrad,6,T,T,T,35
11758,SELF,SomeName1758,shh1@shh.com,107,801380749,47,35,-10,Graduate,2,F,F,F,21
11759,CORP,SomeName1759,shh1@shh.com,95,931724461,79,60,-32,Masters,5,T,T,T,27
11760,UNK,SomeName1760,shh1@shh.com,73,937530835,47,53,53,PhD,5,F,F,F,18
11761,GOVT,SomeName1761,shh1@shh.com,33,584166116,73,47,-27,High School,3,T,T,T,47
11762,SELF,SomeName1762,shh1@shh.com,3,601061473,25,36,-1,Undergrad,3,F,F,F,6
11763,CORP,SomeName1763,shh1@shh.com,2,293686141,41,33,58,Graduate,10,T,T,T,8
11764,UNK,SomeName1764,shh1@shh.com,30,507402266,28,54,-25,Masters,5,F,F,F,17
11765,GOVT,SomeName1765,shh1@shh.com,72,683864033,57,40,-48,PhD,9,T,T,T,55
11766,SELF,SomeName1766,shh1@shh.com,4,737774887,22,35,11,High School,8,F,F,F,9
11767,CORP,SomeName1767,shh1@shh.com,93,984514907,48,57,11,Undergrad,10,T,T,T,15
11768,UNK,SomeName1768,shh1@shh.com,104,690155939,53,50,-6,Graduate,10,F,F,F,3
11769,GOVT,SomeName1769,shh1@shh.com,91,518694424,29,31,-20,Masters,1,T,T,T,8
11770,SELF,SomeName1770,shh1@shh.com,50,901767455,65,49,46,PhD,0,F,F,F,54
11771,CORP,SomeName1771,shh1@shh.com,106,407660121,35,33,35,High School,9,T,T,T,56
11772,UNK,SomeName1772,shh1@shh.com,30,259361598,20,32,38,Undergrad,5,F,F,F,13
11773,GOVT,SomeName1773,shh1@shh.com,21,255426164,39,55,11,Graduate,2,T,T,T,49
11774,SELF,SomeName1774,shh1@shh.com,23,939429282,61,33,-25,Masters,10,F,F,F,45
11775,CORP,SomeName1775,shh1@shh.com,76,239354440,68,36,-10,PhD,5,T,T,T,60
11776,UNK,SomeName1776,shh1@shh.com,34,866188948,70,46,-3,High School,5,F,F,F,14
11777,GOVT,SomeName1777,shh1@shh.com,47,422874370,26,59,-18,Undergrad,1,T,T,T,4
11778,SELF,SomeName1778,shh1@shh.com,42,678676320,64,52,9,Graduate,2,F,F,F,28
11779,CORP,SomeName1779,shh1@shh.com,84,675696802,59,40,49,Masters,6,T,T,T,8
11780,UNK,SomeName1780,shh1@shh.com,72,535174271,68,31,12,PhD,3,F,F,F,54
11781,GOVT,SomeName1781,shh1@shh.com,104,331275661,75,43,-5,High School,1,T,T,T,35
11782,SELF,SomeName1782,shh1@shh.com,89,249393495,70,45,20,Undergrad,6,F,F,F,60
11783,CORP,SomeName1783,shh1@shh.com,78,115127289,73,55,-35,Graduate,3,T,T,T,29
11784,UNK,SomeName1784,shh1@shh.com,2,961192563,45,50,-30,Masters,8,F,F,F,26
11785,GOVT,SomeName1785,shh1@shh.com,52,767983048,31,41,10,PhD,9,T,T,T,55
11786,SELF,SomeName1786,shh1@shh.com,104,511329622,66,42,39,High School,2,F,F,F,9
11787,CORP,SomeName1787,shh1@shh.com,40,628627407,67,35,52,Undergrad,9,T,T,T,6
11788,UNK,SomeName1788,shh1@shh.com,28,580370081,39,58,-5,Graduate,4,F,F,F,18
11789,GOVT,SomeName1789,shh1@shh.com,94,580704844,80,44,6,Masters,0,T,T,T,18
11790,SELF,SomeName1790,shh1@shh.com,92,831083040,21,41,4,PhD,6,F,F,F,23
11791,CORP,SomeName1791,shh1@shh.com,48,979543211,55,44,0,High School,10,T,T,T,15
11792,UNK,SomeName1792,shh1@shh.com,13,81645703,63,37,7,Undergrad,1,F,F,F,39
11793,GOVT,SomeName1793,shh1@shh.com,41,253430924,75,54,50,Graduate,10,T,T,T,51
11794,SELF,SomeName1794,shh1@shh.com,20,861148311,70,59,29,Masters,8,F,F,F,15
11795,CORP,SomeName1795,shh1@shh.com,23,453870778,66,49,-9,PhD,9,T,T,T,44
11796,UNK,SomeName1796,shh1@shh.com,41,179905856,25,37,-4,High School,6,F,F,F,16
11797,GOVT,SomeName1797,shh1@shh.com,85,124742182,28,34,-47,Undergrad,7,T,T,T,15
11798,SELF,SomeName1798,shh1@shh.com,29,605069247,30,33,50,Graduate,9,F,F,F,11
11799,CORP,SomeName1799,shh1@shh.com,13,631739160,56,58,7,Masters,8,T,T,T,51
11800,UNK,SomeName1800,shh1@shh.com,50,267947022,22,51,24,PhD,4,F,F,F,38
11801,GOVT,SomeName1801,shh1@shh.com,10,805063324,53,48,-1,High School,9,T,T,T,1
11802,SELF,SomeName1802,shh1@shh.com,104,232446716,44,46,8,Undergrad,8,F,F,F,11
11803,CORP,SomeName1803,shh1@shh.com,57,83647292,80,56,60,Graduate,4,T,T,T,32
11804,UNK,SomeName1804,shh1@shh.com,46,190637492,58,47,55,Masters,6,F,F,F,39
11805,GOVT,SomeName1805,shh1@shh.com,91,933335582,41,53,-44,PhD,2,T,T,T,52
11806,SELF,SomeName1806,shh1@shh.com,3,545905428,41,56,13,High School,1,F,F,F,54
11807,CORP,SomeName1807,shh1@shh.com,62,636658035,28,44,47,Undergrad,7,T,T,T,30
11808,UNK,SomeName1808,shh1@shh.com,95,526778331,60,46,-21,Graduate,1,F,F,F,33
11809,GOVT,SomeName1809,shh1@shh.com,73,242346031,79,30,2,Masters,3,T,T,T,27
11810,SELF,SomeName1810,shh1@shh.com,78,730984756,60,38,-9,PhD,7,F,F,F,48
11811,CORP,SomeName1811,shh1@shh.com,8,904999645,24,43,-2,High School,3,T,T,T,46
11812,UNK,SomeName1812,shh1@shh.com,44,467945720,47,52,17,Undergrad,4,F,F,F,2
11813,GOVT,SomeName1813,shh1@shh.com,80,650580180,24,49,-17,Graduate,2,T,T,T,52
11814,SELF,SomeName1814,shh1@shh.com,101,911015473,46,39,54,Masters,2,F,F,F,33
11815,CORP,SomeName1815,shh1@shh.com,102,186217234,48,42,-43,PhD,4,T,T,T,40
11816,UNK,SomeName1816,shh1@shh.com,14,195838321,17,38,11,High School,1,F,F,F,58
11817,GOVT,SomeName1817,shh1@shh.com,71,456029786,62,42,-31,Undergrad,0,T,T,T,3
11818,SELF,SomeName1818,shh1@shh.com,72,696290344,76,35,-15,Graduate,8,F,F,F,54
11819,CORP,SomeName1819,shh1@shh.com,50,729429130,55,48,-10,Masters,5,T,T,T,2
11820,UNK,SomeName1820,shh1@shh.com,12,629357552,72,51,-24,PhD,9,F,F,F,60
11821,GOVT,SomeName1821,shh1@shh.com,69,402626158,59,54,-43,High School,5,T,T,T,23
11822,SELF,SomeName1822,shh1@shh.com,93,440436237,36,36,-22,Undergrad,3,F,F,F,38
11823,CORP,SomeName1823,shh1@shh.com,38,238928777,43,58,-30,Graduate,8,T,T,T,2
11824,UNK,SomeName1824,shh1@shh.com,43,609399085,42,42,-5,Masters,9,F,F,F,45
11825,GOVT,SomeName1825,shh1@shh.com,43,382950428,32,57,24,PhD,5,T,T,T,49
11826,SELF,SomeName1826,shh1@shh.com,60,570262042,27,56,-29,High School,1,F,F,F,7
11827,CORP,SomeName1827,shh1@shh.com,22,883069900,54,36,33,Undergrad,5,T,T,T,33
11828,UNK,SomeName1828,shh1@shh.com,78,509333356,28,60,-50,Graduate,2,F,F,F,5
11829,GOVT,SomeName1829,shh1@shh.com,104,571273122,29,59,49,Masters,10,T,T,T,29
11830,SELF,SomeName1830,shh1@shh.com,61,290105996,45,35,-10,PhD,2,F,F,F,47
11831,CORP,SomeName1831,shh1@shh.com,70,321617405,53,47,3,High School,8,T,T,T,6
11832,UNK,SomeName1832,shh1@shh.com,62,70563692,27,52,-48,Undergrad,10,F,F,F,44
11833,GOVT,SomeName1833,shh1@shh.com,34,955846429,61,54,2,Graduate,5,T,T,T,28
11834,SELF,SomeName1834,shh1@shh.com,19,974685822,34,47,23,Masters,5,F,F,F,51
11835,CORP,SomeName1835,shh1@shh.com,50,880187780,78,48,-20,PhD,5,T,T,T,1
11836,UNK,SomeName1836,shh1@shh.com,22,226178450,65,44,15,High School,9,F,F,F,25
11837,GOVT,SomeName1837,shh1@shh.com,105,435380296,75,49,56,Undergrad,4,T,T,T,36
11838,SELF,SomeName1838,shh1@shh.com,5,223203940,72,38,2,Graduate,5,F,F,F,32
11839,CORP,SomeName1839,shh1@shh.com,35,715275866,56,33,36,Masters,5,T,T,T,33
11840,UNK,SomeName1840,shh1@shh.com,33,629876368,79,40,-6,PhD,5,F,F,F,2
11841,GOVT,SomeName1841,shh1@shh.com,57,706395440,66,38,-46,High School,0,T,T,T,41
11842,SELF,SomeName1842,shh1@shh.com,89,761618524,42,32,-16,Undergrad,2,F,F,F,3
11843,CORP,SomeName1843,shh1@shh.com,10,21425493,34,56,0,Graduate,2,T,T,T,4
11844,UNK,SomeName1844,shh1@shh.com,81,216384427,26,53,2,Masters,1,F,F,F,52
11845,GOVT,SomeName1845,shh1@shh.com,58,974800250,21,47,-6,PhD,5,T,T,T,1
11846,SELF,SomeName1846,shh1@shh.com,90,812490846,35,58,-33,High School,0,F,F,F,47
11847,CORP,SomeName1847,shh1@shh.com,100,759031322,59,40,11,Undergrad,8,T,T,T,9
11848,UNK,SomeName1848,shh1@shh.com,45,456170913,46,53,-25,Graduate,2,F,F,F,21
11849,GOVT,SomeName1849,shh1@shh.com,94,267602908,57,58,-24,Masters,7,T,T,T,17
11850,SELF,SomeName1850,shh1@shh.com,73,995736634,22,58,44,PhD,4,F,F,F,7
11851,CORP,SomeName1851,shh1@shh.com,62,135213822,61,36,0,High School,5,T,T,T,23
11852,UNK,SomeName1852,shh1@shh.com,30,195842201,36,30,48,Undergrad,2,F,F,F,42
11853,GOVT,SomeName1853,shh1@shh.com,79,643388495,67,60,-18,Graduate,0,T,T,T,8
11854,SELF,SomeName1854,shh1@shh.com,5,493811988,49,57,52,Masters,5,F,F,F,20
11855,CORP,SomeName1855,shh1@shh.com,93,808063491,46,54,-1,PhD,7,T,T,T,41
11856,UNK,SomeName1856,shh1@shh.com,29,292659223,22,47,17,High School,10,F,F,F,39
11857,GOVT,SomeName1857,shh1@shh.com,76,598816427,54,47,39,Undergrad,10,T,T,T,57
11858,SELF,SomeName1858,shh1@shh.com,50,408802278,39,39,53,Graduate,3,F,F,F,39
11859,CORP,SomeName1859,shh1@shh.com,102,802937184,18,48,-6,Masters,7,T,T,T,8
11860,UNK,SomeName1860,shh1@shh.com,65,652827220,64,38,38,PhD,6,F,F,F,39
11861,GOVT,SomeName1861,shh1@shh.com,14,41478535,20,48,-25,High School,6,T,T,T,10
11862,SELF,SomeName1862,shh1@shh.com,44,469222372,63,34,-37,Undergrad,4,F,F,F,28
11863,CORP,SomeName1863,shh1@shh.com,3,930648399,73,37,-39,Graduate,9,T,T,T,55
11864,UNK,SomeName1864,shh1@shh.com,89,576989016,53,37,-5,Masters,7,F,F,F,1
11865,GOVT,SomeName1865,shh1@shh.com,50,730129113,73,60,46,PhD,1,T,T,T,41
11866,SELF,SomeName1866,shh1@shh.com,110,629717757,21,51,56,High School,9,F,F,F,24
11867,CORP,SomeName1867,shh1@shh.com,43,328277475,69,30,2,Undergrad,2,T,T,T,32
11868,UNK,SomeName1868,shh1@shh.com,88,117271056,39,38,35,Graduate,2,F,F,F,52
11869,GOVT,SomeName1869,shh1@shh.com,27,433692916,23,30,-33,Masters,7,T,T,T,22
11870,SELF,SomeName1870,shh1@shh.com,78,775250183,18,37,30,PhD,6,F,F,F,38
11871,CORP,SomeName1871,shh1@shh.com,65,980431735,16,55,-31,High School,8,T,T,T,36
11872,UNK,SomeName1872,shh1@shh.com,55,866431259,16,60,35,Undergrad,5,F,F,F,6
11873,GOVT,SomeName1873,shh1@shh.com,79,325843508,28,34,59,Graduate,8,T,T,T,39
11874,SELF,SomeName1874,shh1@shh.com,85,421923761,46,37,-26,Masters,6,F,F,F,27
11875,CORP,SomeName1875,shh1@shh.com,6,235846739,61,42,56,PhD,9,T,T,T,45
11876,UNK,SomeName1876,shh1@shh.com,107,9228445,53,32,17,High School,6,F,F,F,40
11877,GOVT,SomeName1877,shh1@shh.com,23,236332557,41,48,58,Undergrad,8,T,T,T,55
11878,SELF,SomeName1878,shh1@shh.com,65,404697511,63,53,29,Graduate,7,F,F,F,39
11879,CORP,SomeName1879,shh1@shh.com,38,983379639,80,34,27,Masters,9,T,T,T,9
11880,UNK,SomeName1880,shh1@shh.com,110,612794671,46,44,-49,PhD,6,F,F,F,52
11881,GOVT,SomeName1881,shh1@shh.com,74,837509380,62,56,48,High School,9,T,T,T,12
11882,SELF,SomeName1882,shh1@shh.com,64,537904528,79,31,2,Undergrad,3,F,F,F,40
11883,CORP,SomeName1883,shh1@shh.com,67,741107597,27,56,39,Graduate,8,T,T,T,10
11884,UNK,SomeName1884,shh1@shh.com,60,84190267,57,55,-6,Masters,9,F,F,F,34
11885,GOVT,SomeName1885,shh1@shh.com,28,859876462,28,59,21,PhD,8,T,T,T,48
11886,SELF,SomeName1886,shh1@shh.com,101,124277829,48,34,-20,High School,5,F,F,F,9
11887,CORP,SomeName1887,shh1@shh.com,57,279691865,60,40,3,Undergrad,6,T,T,T,50
11888,UNK,SomeName1888,shh1@shh.com,102,656426060,33,49,25,Graduate,2,F,F,F,8
11889,GOVT,SomeName1889,shh1@shh.com,1,133376140,55,49,-35,Masters,5,T,T,T,36
11890,SELF,SomeName1890,shh1@shh.com,49,949857023,63,46,-48,PhD,0,F,F,F,23
11891,CORP,SomeName1891,shh1@shh.com,17,403019812,64,45,58,High School,0,T,T,T,47
11892,UNK,SomeName1892,shh1@shh.com,67,122068537,49,31,-9,Undergrad,6,F,F,F,32
11893,GOVT,SomeName1893,shh1@shh.com,47,271886065,50,49,-5,Graduate,1,T,T,T,3
11894,SELF,SomeName1894,shh1@shh.com,22,41540228,58,55,30,Masters,4,F,F,F,36
11895,CORP,SomeName1895,shh1@shh.com,84,118254237,28,60,-26,PhD,1,T,T,T,49
11896,UNK,SomeName1896,shh1@shh.com,89,444435919,79,49,-13,High School,9,F,F,F,13
11897,GOVT,SomeName1897,shh1@shh.com,24,425454234,16,54,22,Undergrad,9,T,T,T,32
11898,SELF,SomeName1898,shh1@shh.com,36,262748422,59,52,37,Graduate,8,F,F,F,20
11899,CORP,SomeName1899,shh1@shh.com,11,888653126,67,32,-29,Masters,2,T,T,T,47
11900,UNK,SomeName1900,shh1@shh.com,8,364554130,56,48,47,PhD,10,F,F,F,59
11901,GOVT,SomeName1901,shh1@shh.com,107,322176595,29,41,5,High School,10,T,T,T,1
11902,SELF,SomeName1902,shh1@shh.com,34,280944003,46,60,39,Undergrad,6,F,F,F,16
11903,CORP,SomeName1903,shh1@shh.com,94,805753045,23,37,24,Graduate,9,T,T,T,53
11904,UNK,SomeName1904,shh1@shh.com,4,769817774,56,52,35,Masters,1,F,F,F,19
11905,GOVT,SomeName1905,shh1@shh.com,98,987550043,35,51,12,PhD,3,T,T,T,15
11906,SELF,SomeName1906,shh1@shh.com,99,812169598,57,56,1,High School,2,F,F,F,26
11907,CORP,SomeName1907,shh1@shh.com,26,723769867,69,30,-17,Undergrad,1,T,T,T,33
11908,UNK,SomeName1908,shh1@shh.com,88,567107601,64,53,57,Graduate,4,F,F,F,46
11909,GOVT,SomeName1909,shh1@shh.com,23,549406678,18,55,18,Masters,0,T,T,T,14
11910,SELF,SomeName1910,shh1@shh.com,1,565732859,41,46,-29,PhD,6,F,F,F,37
11911,CORP,SomeName1911,shh1@shh.com,38,689743836,41,36,43,High School,3,T,T,T,42
11912,UNK,SomeName1912,shh1@shh.com,17,28992368,25,51,10,Undergrad,5,F,F,F,41
11913,GOVT,SomeName1913,shh1@shh.com,64,327275037,74,37,11,Graduate,10,T,T,T,52
11914,SELF,SomeName1914,shh1@shh.com,21,906074229,31,34,-18,Masters,1,F,F,F,32
11915,CORP,SomeName1915,shh1@shh.com,10,287932266,19,52,-11,PhD,1,T,T,T,51
11916,UNK,SomeName1916,shh1@shh.com,42,603079100,59,60,0,High School,7,F,F,F,25
11917,GOVT,SomeName1917,shh1@shh.com,101,936793323,45,54,7,Undergrad,9,T,T,T,18
11918,SELF,SomeName1918,shh1@shh.com,107,211141060,52,51,-27,Graduate,0,F,F,F,3
11919,CORP,SomeName1919,shh1@shh.com,73,319684808,50,52,-28,Masters,4,T,T,T,15
11920,UNK,SomeName1920,shh1@shh.com,62,361502190,54,41,-15,PhD,9,F,F,F,43
11921,GOVT,SomeName1921,shh1@shh.com,29,270651426,33,59,44,High School,1,T,T,T,42
11922,SELF,SomeName1922,shh1@shh.com,78,394815050,15,60,-24,Undergrad,7,F,F,F,40
11923,CORP,SomeName1923,shh1@shh.com,23,18881677,24,58,-28,Graduate,9,T,T,T,17
11924,UNK,SomeName1924,shh1@shh.com,97,402016071,22,59,12,Masters,7,F,F,F,41
11925,GOVT,SomeName1925,shh1@shh.com,73,311308070,73,50,24,PhD,10,T,T,T,41
11926,SELF,SomeName1926,shh1@shh.com,63,268405479,36,33,42,High School,4,F,F,F,30
11927,CORP,SomeName1927,shh1@shh.com,27,371084343,49,35,44,Undergrad,1,T,T,T,53
11928,UNK,SomeName1928,shh1@shh.com,36,937884489,41,55,-18,Graduate,10,F,F,F,20
11929,GOVT,SomeName1929,shh1@shh.com,91,561425456,25,54,-17,Masters,5,T,T,T,47
11930,SELF,SomeName1930,shh1@shh.com,15,839679649,65,48,34,PhD,2,F,F,F,23
11931,CORP,SomeName1931,shh1@shh.com,22,859518917,40,35,-30,High School,4,T,T,T,53
11932,UNK,SomeName1932,shh1@shh.com,56,219554594,65,60,8,Undergrad,10,F,F,F,18
11933,GOVT,SomeName1933,shh1@shh.com,94,151319962,45,33,40,Graduate,3,T,T,T,26
11934,SELF,SomeName1934,shh1@shh.com,52,858531350,58,52,-17,Masters,4,F,F,F,27
11935,CORP,SomeName1935,shh1@shh.com,79,511514138,72,58,-26,PhD,8,T,T,T,8
11936,UNK,SomeName1936,shh1@shh.com,28,519515423,45,32,8,High School,0,F,F,F,9
11937,GOVT,SomeName1937,shh1@shh.com,34,64913303,72,60,36,Undergrad,10,T,T,T,35
11938,SELF,SomeName1938,shh1@shh.com,102,234772859,77,40,4,Graduate,6,F,F,F,48
11939,CORP,SomeName1939,shh1@shh.com,41,8576399,75,39,35,Masters,9,T,T,T,31
11940,UNK,SomeName1940,shh1@shh.com,52,70608790,50,48,42,PhD,7,F,F,F,20
11941,GOVT,SomeName1941,shh1@shh.com,16,442840788,48,37,-3,High School,9,T,T,T,19
11942,SELF,SomeName1942,shh1@shh.com,61,89516825,78,51,50,Undergrad,0,F,F,F,15
11943,CORP,SomeName1943,shh1@shh.com,20,599901597,57,32,33,Graduate,7,T,T,T,50
11944,UNK,SomeName1944,shh1@shh.com,34,158844415,62,52,7,Masters,9,F,F,F,22
11945,GOVT,SomeName1945,shh1@shh.com,95,381636135,71,41,-42,PhD,1,T,T,T,58
11946,SELF,SomeName1946,shh1@shh.com,62,690849019,61,50,-13,High School,2,F,F,F,52
11947,CORP,SomeName1947,shh1@shh.com,38,250761971,26,37,21,Undergrad,6,T,T,T,58
11948,UNK,SomeName1948,shh1@shh.com,8,642813147,30,46,38,Graduate,1,F,F,F,45
11949,GOVT,SomeName1949,shh1@shh.com,45,209627591,63,31,-31,Masters,1,T,T,T,30
11950,SELF,SomeName1950,shh1@shh.com,92,271312060,49,39,47,PhD,8,F,F,F,49
11951,CORP,SomeName1951,shh1@shh.com,20,220627488,39,42,-44,High School,0,T,T,T,14
11952,UNK,SomeName1952,shh1@shh.com,27,577431617,40,43,45,Undergrad,1,F,F,F,44
11953,GOVT,SomeName1953,shh1@shh.com,75,987223965,46,38,-33,Graduate,6,T,T,T,5
11954,SELF,SomeName1954,shh1@shh.com,83,466613815,50,44,33,Masters,8,F,F,F,31
11955,CORP,SomeName1955,shh1@shh.com,25,758338777,37,31,-4,PhD,9,T,T,T,29
11956,UNK,SomeName1956,shh1@shh.com,93,942464592,20,43,-33,High School,2,F,F,F,19
